ant,from,to,m,tracklet,assigned,single,source
PG,5559,5577,2,trj_id2_ti2_2559_tf2_2577,1,0,0
PG,5578,5581,2,trj_id2_ti2_2578_tf2_2581,1,0,0
PG,5582,5582,2,trj_id2_ti2_2582_tf2_2582,1,0,0
PG,5584,5586,2,trj_id2_ti2_2584_tf2_2586,1,0,0
PG,5587,5593,2,trj_id2_ti2_2587_tf2_2593,1,0,0
PG,5594,5700,2,trj_id2_ti2_2594_tf2_2700,1,0,0
PG,5701,5791,2,trj_id2_ti2_2701_tf2_2791,1,0,0
PG,5792,5942,2,trj_id6_ti2_2792_tf2_2942,1,0,0
PG,5943,5977,2,trj_id4_ti2_2943_tf2_2977,1,0,0
PG,5978,5990,2,trj_id2_ti2_2978_tf2_2990,1,0,0
PG,5991,6000,2,trj_id2_ti2_2991_tf2_3000,1,0,0
PO,3001,3075,2,trj_id4_ti2_1_tf2_75,0,0,0
PO,3076,3093,2,trj_id1_ti2_76_tf2_93,0,0,0
PO,3094,3095,2,trj_id1_ti2_94_tf2_95,0,0,0
PO,3096,3099,2,trj_id1_ti2_96_tf2_99,0,0,0
PO,3100,3113,2,trj_id1_ti2_100_tf2_113,0,0,0
PO,3114,3116,2,trj_id1_ti2_114_tf2_116,0,0,0
PO,3117,3138,2,trj_id1_ti2_117_tf2_138,0,0,0
PO,3139,3319,2,trj_id1_ti2_139_tf2_319,0,0,0
PO,3320,3570,2,trj_id7_ti2_320_tf2_570,0,0,0
PO,3571,3587,2,trj_id2_ti2_571_tf2_587,0,0,0
PO,3588,3849,2,trj_id2_ti2_588_tf2_849,0,0,0
PO,3850,3862,2,trj_id2_ti2_850_tf2_862,0,0,0
PO,3863,3898,2,trj_id2_ti2_863_tf2_898,0,0,0
PO,3899,4053,2,trj_id2_ti2_899_tf2_1053,0,0,0
PO,4054,4086,2,trj_id5_ti2_1054_tf2_1086,0,0,0
PO,4087,4092,2,trj_id4_ti2_1087_tf2_1092,0,0,0
PO,4093,4110,2,trj_id4_ti2_1093_tf2_1110,0,0,0
PO,4111,4124,2,trj_id2_ti2_1111_tf2_1124,0,0,0
PO,4125,4225,2,trj_id4_ti2_1125_tf2_1225,0,0,0
PO,4226,4229,2,trj_id4_ti2_1226_tf2_1229,0,0,0
PO,4230,4485,2,trj_id4_ti2_1230_tf2_1485,0,0,0
PO,4486,4525,2,trj_id4_ti2_1486_tf2_1525,0,0,0
PO,4526,4583,2,trj_id1_ti2_1526_tf2_1583,0,0,0
PO,4584,4612,2,trj_id1_ti2_1584_tf2_1612,0,0,0
PO,4615,4615,2,trj_id1_ti2_1615_tf2_1615,0,0,0
PO,4616,4673,2,trj_id2_ti2_1616_tf2_1673,0,0,0
PO,4674,4690,2,trj_id4_ti2_1674_tf2_1690,0,0,0
PO,4691,4776,2,trj_id2_ti2_1691_tf2_1776,0,0,0
PO,4777,5012,2,trj_id4_ti2_1777_tf2_2012,0,0,0
PO,5013,5023,2,trj_id1_ti2_2013_tf2_2023,0,0,0
PO,5024,5145,2,trj_id1_ti2_2024_tf2_2145,0,0,0
PO,5146,5160,2,trj_id3_ti2_2146_tf2_2160,0,0,0
PO,5161,5183,2,trj_id1_ti2_2161_tf2_2183,0,0,0
PO,5191,5193,2,trj_id1_ti2_2191_tf2_2193,0,0,0
PO,5194,5258,2,trj_id3_ti2_2194_tf2_2258,0,0,0
PO,5259,5269,2,trj_id2_ti2_2259_tf2_2269,0,0,0
PO,5270,5513,2,trj_id3_ti2_2270_tf2_2513,0,0,0
PO,5514,5518,2,trj_id2_ti2_2514_tf2_2518,0,0,0
PO,5519,5557,2,trj_id2_ti2_2519_tf2_2557,0,0,0
PO,5558,5558,2,trj_id2_ti2_2558_tf2_2558,0,0,0
PO,5559,5577,2,trj_id2_ti2_2559_tf2_2577,0,0,0
PO,5578,5581,2,trj_id2_ti2_2578_tf2_2581,0,0,0
PO,5582,5582,2,trj_id2_ti2_2582_tf2_2582,0,0,0
PO,5584,5586,2,trj_id2_ti2_2584_tf2_2586,0,0,0
PO,5587,5593,2,trj_id2_ti2_2587_tf2_2593,0,0,0
PO,5594,5700,2,trj_id2_ti2_2594_tf2_2700,0,0,0
PO,5701,5791,2,trj_id2_ti2_2701_tf2_2791,0,0,0
PO,5792,5942,2,trj_id6_ti2_2792_tf2_2942,0,0,0
PO,5943,5977,2,trj_id4_ti2_2943_tf2_2977,0,0,0
PO,5978,5990,2,trj_id2_ti2_2978_tf2_2990,0,0,0
PO,5991,6000,2,trj_id2_ti2_2991_tf2_3000,0,0,0
PP,3001,3075,2,trj_id4_ti2_1_tf2_75,1,0,0
PP,3076,3093,2,trj_id1_ti2_76_tf2_93,1,0,0
PP,3094,3095,2,trj_id1_ti2_94_tf2_95,1,0,0
PP,3096,3099,2,trj_id1_ti2_96_tf2_99,1,0,0
PP,3100,3113,2,trj_id1_ti2_100_tf2_113,1,0,0
PP,3114,3116,2,trj_id1_ti2_114_tf2_116,1,0,0
PP,3117,3138,2,trj_id1_ti2_117_tf2_138,1,0,0
PP,3139,3319,2,trj_id1_ti2_139_tf2_319,1,0,0
PP,3320,3570,2,trj_id7_ti2_320_tf2_570,1,0,0
PP,3571,3587,2,trj_id2_ti2_571_tf2_587,1,0,0
PP,3588,3849,2,trj_id2_ti2_588_tf2_849,1,0,0
PP,3850,3862,2,trj_id2_ti2_850_tf2_862,1,0,0
PP,3863,3898,2,trj_id2_ti2_863_tf2_898,1,0,0
PP,3899,4053,2,trj_id2_ti2_899_tf2_1053,1,0,0
PP,4054,4086,2,trj_id5_ti2_1054_tf2_1086,1,0,0
PP,4087,4092,2,trj_id4_ti2_1087_tf2_1092,1,0,0
PP,4093,4110,2,trj_id4_ti2_1093_tf2_1110,1,0,0
PP,4111,4124,2,trj_id2_ti2_1111_tf2_1124,1,0,0
PP,4125,4225,2,trj_id4_ti2_1125_tf2_1225,1,0,0
PP,4226,4229,2,trj_id4_ti2_1226_tf2_1229,1,0,0
PP,4230,4485,2,trj_id4_ti2_1230_tf2_1485,1,0,0
PP,4486,4525,2,trj_id4_ti2_1486_tf2_1525,1,0,0
PP,4526,4583,2,trj_id1_ti2_1526_tf2_1583,1,0,0
PP,4584,4612,2,trj_id1_ti2_1584_tf2_1612,1,0,0
PP,4615,4615,2,trj_id1_ti2_1615_tf2_1615,1,0,0
PP,4616,4673,2,trj_id2_ti2_1616_tf2_1673,1,0,0
PP,4674,4690,2,trj_id4_ti2_1674_tf2_1690,1,0,0
PP,4691,4776,2,trj_id2_ti2_1691_tf2_1776,1,0,0
PP,4777,5012,2,trj_id4_ti2_1777_tf2_2012,1,0,0
PP,5013,5023,2,trj_id1_ti2_2013_tf2_2023,1,0,0
PP,5024,5145,2,trj_id1_ti2_2024_tf2_2145,1,0,0
PP,5146,5160,2,trj_id3_ti2_2146_tf2_2160,1,0,0
PP,5161,5183,2,trj_id1_ti2_2161_tf2_2183,1,0,0
PP,5191,5193,2,trj_id1_ti2_2191_tf2_2193,1,0,0
PP,5194,5258,2,trj_id3_ti2_2194_tf2_2258,1,0,0
PP,5259,5269,2,trj_id2_ti2_2259_tf2_2269,1,0,0
PP,5270,5513,2,trj_id3_ti2_2270_tf2_2513,1,0,0
PP,5514,5518,2,trj_id2_ti2_2514_tf2_2518,1,0,0
PP,5519,5557,2,trj_id2_ti2_2519_tf2_2557,1,0,0
PP,5558,5558,2,trj_id2_ti2_2558_tf2_2558,1,0,0
PP,5559,5577,2,trj_id2_ti2_2559_tf2_2577,1,0,0
PP,5578,5581,2,trj_id2_ti2_2578_tf2_2581,1,0,0
PP,5582,5582,2,trj_id2_ti2_2582_tf2_2582,1,0,0
PP,5584,5586,2,trj_id2_ti2_2584_tf2_2586,1,0,0
PP,5587,5593,2,trj_id2_ti2_2587_tf2_2593,1,0,0
PP,5594,5700,2,trj_id2_ti2_2594_tf2_2700,1,0,0
PP,5701,5791,2,trj_id2_ti2_2701_tf2_2791,1,0,0
PP,5792,5942,2,trj_id6_ti2_2792_tf2_2942,1,0,0
PP,5943,5977,2,trj_id4_ti2_2943_tf2_2977,1,0,0
PP,5978,5990,2,trj_id2_ti2_2978_tf2_2990,1,0,0
PP,5991,6000,2,trj_id2_ti2_2991_tf2_3000,1,0,0
